Province/State,Date,Confirmed,Deaths,Recovered,Active
Республика Северная Осетия — Алания,2020-04-06,8,0,0,8
Республика Северная Осетия — Алания,2020-04-07,9,0,0,9
Республика Северная Осетия — Алания,2020-04-08,15,1,0,14
Республика Северная Осетия — Алания,2020-04-09,22,1,0,21
Республика Северная Осетия — Алания,2020-04-10,27,1,1,25
Республика Северная Осетия — Алания,2020-04-11,27,1,1,25
Республика Северная Осетия — Алания,2020-04-12,34,1,1,32
Республика Северная Осетия — Алания,2020-04-13,34,2,1,31
Республика Северная Осетия — Алания,2020-04-14,52,2,1,49
Республика Северная Осетия — Алания,2020-04-15,52,2,1,49
Республика Северная Осетия — Алания,2020-04-16,52,2,3,47
Республика Северная Осетия — Алания,2020-04-17,65,2,3,60
Ямало-Ненецкий автономный округ,2020-04-02,2,0,0,2
Ямало-Ненецкий автономный округ,2020-04-03,12,0,0,12
Ямало-Ненецкий автономный округ,2020-04-04,12,0,0,12
Ямало-Ненецкий автономный округ,2020-04-05,12,0,0,12
Ямало-Ненецкий автономный округ,2020-04-06,12,0,0,12
Ямало-Ненецкий автономный округ,2020-04-07,30,0,0,30
Ямало-Ненецкий автономный округ,2020-04-08,41,0,0,41
Ямало-Ненецкий автономный округ,2020-04-09,41,0,0,41
Ямало-Ненецкий автономный округ,2020-04-10,41,1,0,40
Ямало-Ненецкий автономный округ,2020-04-11,50,1,0,49
Ямало-Ненецкий автономный округ,2020-04-12,62,1,0,61
Ямало-Ненецкий автономный округ,2020-04-13,66,1,0,65
Ямало-Ненецкий автономный округ,2020-04-14,66,1,0,65
Ямало-Ненецкий автономный округ,2020-04-15,73,1,0,72
Ямало-Ненецкий автономный округ,2020-04-16,95,1,0,94
Ямало-Ненецкий автономный округ,2020-04-17,101,1,5,95
Еврейская автономная область,2020-04-03,3,0,0,3
Еврейская автономная область,2020-04-04,3,0,0,3
Еврейская автономная область,2020-04-05,3,0,0,3
Еврейская автономная область,2020-04-06,3,0,0,3
Еврейская автономная область,2020-04-07,3,0,0,3
Еврейская автономная область,2020-04-08,6,0,0,6
Еврейская автономная область,2020-04-09,6,0,0,6
Еврейская автономная область,2020-04-10,8,0,0,8
Еврейская автономная область,2020-04-11,8,0,0,8
Еврейская автономная область,2020-04-12,8,0,0,8
Еврейская автономная область,2020-04-13,9,0,0,9
Еврейская автономная область,2020-04-14,9,0,0,9
Еврейская автономная область,2020-04-15,9,0,0,9
Еврейская автономная область,2020-04-16,10,0,0,10
Еврейская автономная область,2020-04-17,16,0,4,12
Республика Ингушетия,2020-04-03,1,0,0,1
Республика Ингушетия,2020-04-04,1,0,0,1
Республика Ингушетия,2020-04-05,1,0,0,1
Республика Ингушетия,2020-04-06,1,0,0,1
Республика Ингушетия,2020-04-07,7,0,0,7
Республика Ингушетия,2020-04-08,25,0,0,25
Республика Ингушетия,2020-04-09,25,0,0,25
Республика Ингушетия,2020-04-10,29,0,0,29
Республика Ингушетия,2020-04-11,29,0,0,29
Республика Ингушетия,2020-04-12,29,1,0,28
Республика Ингушетия,2020-04-13,34,1,0,33
Республика Ингушетия,2020-04-14,34,1,0,33
Республика Ингушетия,2020-04-15,90,1,1,88
Республика Ингушетия,2020-04-16,153,2,1,150
Республика Ингушетия,2020-04-17,191,2,1,188
Камчатский край,2020-04-05,2,0,0,2
Камчатский край,2020-04-06,2,0,0,2
Камчатский край,2020-04-07,2,0,0,2
Камчатский край,2020-04-08,2,0,0,2
Камчатский край,2020-04-09,5,0,0,5
Камчатский край,2020-04-10,5,0,0,5
Камчатский край,2020-04-11,10,0,0,10
Камчатский край,2020-04-12,10,0,0,10
Камчатский край,2020-04-13,10,0,0,10
Камчатский край,2020-04-14,10,0,0,10
Камчатский край,2020-04-15,10,0,0,10
Камчатский край,2020-04-16,21,0,0,21
Камчатский край,2020-04-17,29,0,2,27
Республика Карелия,2020-04-06,2,0,0,2
Республика Карелия,2020-04-07,2,0,0,2
Республика Карелия,2020-04-08,2,0,0,2
Республика Карелия,2020-04-09,2,0,0,2
Республика Карелия,2020-04-10,2,0,0,2
Республика Карелия,2020-04-11,2,0,0,2
Республика Карелия,2020-04-12,2,0,0,2
Республика Карелия,2020-04-13,3,0,0,3
Республика Карелия,2020-04-14,3,0,0,3
Республика Карелия,2020-04-15,7,0,0,7
Республика Карелия,2020-04-16,8,0,0,8
Республика Карелия,2020-04-17,9,0,0,9
Карачаево-Черкесская Республика,2020-04-07,3,0,0,3
Карачаево-Черкесская Республика,2020-04-08,5,0,0,5
Карачаево-Черкесская Республика,2020-04-09,6,0,0,6
Карачаево-Черкесская Республика,2020-04-10,9,0,0,9
Карачаево-Черкесская Республика,2020-04-11,9,0,0,9
Карачаево-Черкесская Республика,2020-04-12,11,0,0,11
Карачаево-Черкесская Республика,2020-04-13,13,0,0,13
Карачаево-Черкесская Республика,2020-04-14,16,0,0,16
Карачаево-Черкесская Республика,2020-04-15,23,0,0,23
Карачаево-Черкесская Республика,2020-04-16,30,0,0,30
Карачаево-Черкесская Республика,2020-04-17,49,0,0,49
Республика Тыва,2020-04-10,6,0,0,6
Республика Тыва,2020-04-11,6,0,0,6
Республика Тыва,2020-04-12,6,0,0,6
Республика Тыва,2020-04-13,6,0,0,6
Республика Тыва,2020-04-14,6,0,0,6
Республика Тыва,2020-04-15,6,0,0,6
Республика Тыва,2020-04-16,8,0,0,8
Республика Тыва,2020-04-17,9,0,0,9
Ненецкий автономный округ,2020-04-15,1,0,0,1
Ненецкий автономный округ,2020-04-16,1,0,0,1
Ненецкий автономный округ,2020-04-17,1,0,0,1
Чукотский автономный округ,2020-04-15,1,0,0,1
Чукотский автономный округ,2020-04-16,1,0,0,1
Чукотский автономный округ,2020-04-17,2,0,0,2
Республика Алтай,2020-04-17,1,0,0,1
